,corn,wheat
8130,1,2
8131,0,1
8132,1,1
8133,0,1
8134,2,2
8135,0,2
8136,1,2
8137,1,2
8138,1,2
8139,2,2
8140,0,1
8141,0,2
8142,1,1
8143,1,2
8144,2,2
8145,0,2
8146,1,2
8147,0,1
8148,0,1
8149,2,3
8150,1,1
8151,0,1
8152,0,1
8153,1,2
8154,0,0
8155,0,1
8156,2,2
8157,2,2
8158,2,2
8159,0,1
8160,0,1
8161,1,2
8162,1,2
8163,0,2
8164,1,1
8165,2,2
8166,1,3
8167,0,2
8168,0,0
8169,1,2
8170,0,0
8171,0,1
8172,0,1
8173,2,3
8174,1,3
8175,1,3
8176,0,1
8177,2,2
8178,0,1
8179,0,1
8180,2,3
8181,1,2
8182,1,1
8183,0,1
8184,2,2
8185,1,1
8186,0,2
8187,1,1
8188,1,2
8189,2,3
8190,0,1
8191,0,1
8192,0,2
8193,0,1
8194,0,1
8195,0,1
8196,0,0
8197,2,2
8198,0,2
8199,1,3
8200,2,2
8201,2,2
8202,2,3
8203,0,2
8204,0,2
8205,0,2
8206,2,2
8207,2,3
8208,0,1
8209,0,1
8210,1,2
8211,1,3
8212,0,0
8213,2,2
8214,2,3
8215,1,2
8216,1,1
8217,0,1
8218,2,2
8219,1,2
8220,1,1
8221,2,2
8222,0,1
8223,1,1
8224,1,1
8225,2,2
8226,1,1
8227,1,2
8228,1,1
8229,1,2
8230,0,1
8231,0,2
8232,1,2
8233,1,1
8234,1,2
8235,2,3
8236,1,1
8237,1,1
8238,1,2
8239,1,1
8240,1,1
8241,1,2
8242,1,1
8243,2,2
8244,0,0
8245,1,2
8246,1,2
8247,2,2
8248,1,2
8249,0,1
8250,0,1
8251,0,1
8252,1,2
8253,1,1
8254,1,2
8255,2,2
8256,1,2
8257,2,2
8258,0,1
8259,0,1
8260,0,2
8261,1,3
8262,0,1
8263,1,2
8264,1,1
8265,1,3
8266,1,2
8267,1,2
8268,0,1
8269,1,2
8270,2,3
8271,0,2
8272,0,2
8273,1,2
8274,1,1
8275,1,1
8276,2,2
8277,1,1
8278,1,1
8279,0,1
8280,1,2
8281,1,1
8282,1,1
8283,1,2
8284,1,3
8285,1,1
8286,0,1
8287,1,2
8288,0,1
8289,0,1
8290,0,1
8291,1,2
8292,1,1
8293,1,2
8294,2,2
8295,0,1
8296,1,3
8297,0,2
8298,2,2
8299,0,1
8300,1,3
8301,1,1
8302,0,1
8303,1,2
8304,2,2
8305,1,1
8306,1,1
8307,0,1
8308,1,1
8309,0,1
8310,1,2
8311,1,1
8312,0,2
8313,1,2
8314,2,2
8315,1,2
8316,0,1
8317,1,2
8318,0,1
8319,2,3
8320,0,2
8321,1,2
8322,0,1
8323,0,1
8324,2,2
8325,1,1
8326,0,1
8327,0,2
8328,2,2
8329,1,1
8330,0,1
8331,0,1
8332,1,1
8333,2,3
8334,1,2
8335,1,1
8336,1,3
8337,2,2
8338,1,1
8339,0,2
8340,1,3
8341,1,1
8342,1,1
8343,1,2
8344,2,2
8345,1,2
8346,1,2
8347,1,2
8348,0,1
8349,2,2
8350,0,1
8351,1,2
8352,0,0
8353,0,1
8354,1,1
8355,0,1
8356,0,1
8357,2,2
8358,1,1
8359,1,2
8360,2,2
8361,1,1
8362,1,1
8363,0,1
8364,1,2
8365,0,1
8366,1,1
8367,1,1
8368,1,2
8369,0,1
8370,1,1
8371,2,2
8372,0,1
8373,0,1
8374,1,2
8375,1,1
8376,2,2
8377,0,0
8378,1,2
8379,1,1
8380,0,1
8381,0,2
8382,2,2
8383,1,1
8384,0,1
8385,1,2
8386,0,1
8387,1,1
8388,1,1
8389,1,1
8390,2,2
8391,1,2
8392,1,2
8393,1,1
8394,1,2
8395,1,1
8396,1,1
8397,0,1
8398,0,2
8399,1,1
8400,2,3
8401,1,2
8402,0,1
8403,0,1
8404,0,2
8405,2,2
8406,0,0
8407,2,2
8408,0,2
8409,0,1
8410,0,1
8411,1,1
8412,2,2
8413,1,2
8414,1,3
8415,2,3
8416,0,1
8417,1,2
8418,0,1
8419,1,1
8420,0,1
8421,1,1
8422,1,2
8423,0,2
8424,1,2
8425,0,1
8426,2,2
8427,1,2
8428,1,2
8429,0,1
8430,0,2
8431,1,3
8432,1,2
8433,0,1
8434,1,1
8435,0,2
8436,0,1
8437,0,1
8438,1,2
8439,0,1
8440,2,2
8441,0,0
8442,0,1
8443,1,2
8444,0,2
8445,2,2
8446,2,3
8447,1,1
8448,0,1
8449,1,1
8450,1,1
8451,0,2
8452,0,1
8453,1,1
8454,0,0
8455,1,1
8456,0,1
8457,0,2
8458,2,2
8459,0,1
8460,1,2
8461,0,1
8462,0,2
8463,0,1
8464,2,2
8465,2,3
8466,2,2
8467,2,2
8468,2,2
8469,0,0
8470,1,1
8471,0,2
8472,0,1
8473,0,1
8474,1,1
8475,0,1
8476,1,2
8477,1,2
8478,1,1
8479,1,1
8480,2,3
8481,0,0
8482,1,1
8483,1,1
8484,1,2
8485,1,1
8486,1,2
8487,1,2
8488,0,1
8489,0,2
8490,1,2
8491,1,1
8492,0,0
8493,0,1
8494,1,1
8495,0,1
8496,0,1
8497,1,3
8498,0,1
8499,0,2
8500,1,2
8501,0,1
8502,0,1
8503,1,2
8504,2,2
8505,1,2
8506,2,3
8507,0,1
8508,0,1
8509,0,2
8510,1,1
8511,2,2
8512,0,1
8513,0,2
8514,0,1
8515,0,2
8516,2,2
8517,1,2
8518,1,2
8519,0,1
8520,2,2
8521,1,1
8522,1,1
8523,2,2
8524,2,2
8525,1,1
8526,2,2
8527,0,1
8528,0,2
8529,1,1
8530,1,2
8531,2,2
8532,0,0
8533,1,1
8534,2,3
8535,2,2
8536,1,1
8537,0,2
8538,2,2
8539,1,1
8540,2,2
8541,0,1
8542,2,3
8543,1,1
8544,0,1
8545,1,1
8546,1,2
8547,1,1
8548,2,2
8549,2,2
8550,0,2
8551,2,2
8552,0,1
8553,2,2
8554,2,2
8555,1,1
8556,0,2
8557,0,1
8558,1,1
8559,1,1
8560,0,2
8561,0,2
8562,2,2
8563,0,1
8564,2,3
8565,2,2
8566,1,2
8567,1,3
8568,1,2
8569,0,0
8570,2,3
8571,1,1
8572,0,1
8573,0,2
8574,0,2
8575,1,1
8576,2,2
8577,2,3
8578,2,3
8579,0,1
8580,2,3
8581,0,1
8582,1,1
8583,0,2
8584,1,1
8585,2,2
8586,1,2
8587,0,2
8588,2,2
8589,1,1
8590,0,1
8591,2,2
8592,1,1
8593,0,1
8594,0,1
8595,1,2
8596,1,2
8597,1,3
8598,1,1
8599,1,2
8600,1,2
8601,0,2
8602,0,1
8603,0,0
8604,0,1
8605,0,1
8606,1,1
8607,0,1
8608,0,2
8609,1,3
8610,0,2
8611,2,2
8612,1,2
8613,1,1
8614,1,3
8615,1,1
8616,0,1
8617,1,2
8618,1,1
8619,1,1
8620,0,1
8621,2,3
8622,1,2
8623,1,1
8624,1,2
8625,2,3
8626,1,2
8627,0,1
8628,1,2
8629,2,2
8630,1,2
8631,0,1
8632,1,1
8633,1,1
8634,2,2
8635,1,1
8636,1,1
8637,1,1
8638,0,2
8639,1,1
8640,1,1
8641,1,1
8642,1,2
8643,1,2
8644,0,2
8645,1,1
8646,1,1
8647,2,2
8648,0,1
8649,1,1
8650,0,2
8651,2,2
8652,1,1
8653,0,0
8654,1,2
8655,2,2
8656,0,0
8657,0,1
8658,1,1
8659,1,2
8660,1,1
8661,2,2
8662,1,1
8663,1,2
8664,0,1
8665,2,2
8666,1,2
8667,0,1
8668,1,2
8669,0,1
8670,2,2
8671,0,1
8672,1,2
8673,0,1
8674,2,3
8675,0,0
8676,2,2
8677,2,2
8678,0,1
8679,1,2
8680,1,2
8681,1,2
8682,1,2
8683,1,3
8684,2,2
8685,2,3
8686,0,1
8687,0,1
8688,1,1
8689,2,2
8690,1,2
8691,0,1
8692,2,3
8693,1,2
8694,0,1
8695,1,1
8696,1,2
8697,0,1
8698,1,2
8699,0,1
8700,1,1
8701,1,2
8702,1,1
8703,0,1
8704,0,0
8705,1,1
8706,1,1
8707,1,3
8708,1,1
8709,2,2
8710,0,2
8711,1,1
8712,2,2
8713,1,1
8714,0,2
8715,1,2
8716,0,1
8717,0,1
8718,1,1
8719,1,2
8720,1,1
8721,1,1
8722,1,2
8723,2,2
8724,0,1
8725,1,3
8726,0,1
8727,1,1
8728,2,2
8729,0,1
8730,1,2
8731,0,1
8732,1,1
8733,1,2
8734,2,3
8735,2,3
8736,1,2
8737,1,1
8738,0,2
8739,2,2
8740,0,1
8741,0,1
8742,2,2
8743,1,1
8744,2,2
8745,1,2
8746,1,2
8747,1,1
8748,0,1
8749,1,1
8750,1,1
8751,1,1
8752,1,2
8753,0,1
8754,2,3
8755,1,2
8756,1,2
8757,0,1
8758,2,2
8759,1,2
8760,2,2
8761,2,3
8762,1,1
8763,0,1
8764,2,2
8765,0,0
8766,1,2
8767,1,3
8768,1,1
8769,1,1
8770,1,2
8771,1,2
8772,0,2
8773,1,1
8774,0,1
8775,0,2
8776,0,2
8777,0,1
8778,0,1
8779,0,2
8780,0,1
8781,2,2
8782,2,2
8783,0,2
8784,1,2
8785,0,1
8786,1,2
8787,0,2
8788,1,2
8789,2,3
8790,1,2
8791,1,2
8792,1,1
8793,0,1
8794,1,2
8795,1,1
8796,1,1
8797,1,2
8798,1,2
8799,1,2
8800,1,1
8801,1,2
8802,1,2
8803,0,1
8804,1,3
8805,1,1
8806,1,1
8807,1,2
8808,1,1
8809,1,1
8810,1,2
8811,1,1
8812,0,1
8813,2,2
8814,1,2
8815,0,1
8816,2,2
8817,0,2
8818,1,2
8819,1,2
8820,2,2
8821,0,1
8822,1,2
8823,1,3
8824,1,2
8825,1,2
8826,1,1
8827,1,2
8828,1,2
8829,1,1
8830,0,2
8831,0,1
8832,0,1
8833,2,2
8834,0,2
8835,1,1
8836,1,1
8837,1,2
8838,0,1
8839,1,2
8840,2,3
8841,2,3
8842,2,2
8843,0,1
8844,0,0
8845,0,2
8846,0,1
8847,1,1
8848,1,1
8849,1,2
8850,0,1
8851,1,3
8852,1,2
8853,0,1
8854,0,1
8855,0,1
8856,1,1
8857,0,2
8858,1,3
8859,2,3
8860,0,2
8861,1,2
8862,1,2
8863,1,1
8864,0,1
8865,2,2
8866,1,3
8867,0,1
8868,0,1
8869,2,3
8870,1,1
8871,0,2
8872,1,2
8873,1,2
8874,2,3
8875,1,3
8876,1,1
8877,1,2
8878,2,2
8879,0,1
8880,2,2
8881,0,2
8882,0,1
8883,1,1
8884,0,1
8885,2,2
8886,1,2
8887,1,2
8888,1,1
8889,1,1
8890,0,1
8891,0,1
8892,1,1
8893,2,3
8894,1,1
8895,2,3
8896,1,1
8897,0,1
8898,2,2
8899,2,2
8900,1,1
8901,0,1
8902,1,1
8903,0,1
8904,0,0
8905,2,3
8906,1,2
8907,1,1
8908,1,1
8909,0,1
8910,1,1
8911,1,2
8912,1,1
8913,1,1
8914,1,2
8915,1,2
8916,2,2
8917,1,1
8918,1,1
8919,1,2
8920,2,3
8921,2,2
8922,1,2
8923,1,1
8924,1,2
8925,0,1
8926,1,2
8927,0,1
8928,0,1
8929,2,2
8930,0,1
8931,0,1
8932,1,1
8933,1,2
8934,1,2
8935,1,1
8936,0,1
8937,1,2
8938,1,1
8939,1,1
8940,0,1
8941,2,2
8942,1,2
8943,0,1
8944,2,3
8945,2,2
8946,1,2
8947,1,1
8948,0,1
8949,1,2
8950,0,2
8951,0,1
8952,0,0
8953,1,2
8954,2,3
8955,0,1
8956,1,2
8957,1,1
8958,1,1
8959,1,1
8960,2,2
8961,1,1
8962,0,1
8963,1,3
8964,0,1
8965,1,2
8966,1,1
8967,1,2
8968,0,1
8969,1,1
8970,0,1
8971,1,1
8972,1,1
8973,0,1
8974,2,2
8975,1,1
8976,2,2
8977,0,1
8978,2,2
8979,1,1
8980,1,2
8981,0,1
8982,1,2
8983,1,2
8984,2,2
8985,1,2
8986,2,3
8987,0,1
8988,0,2
8989,0,1
8990,1,2
8991,0,1
8992,0,1
8993,2,2
8994,1,2
8995,1,2
8996,1,2
8997,0,1
8998,0,1
8999,2,2
